name,category,address_raw,address,phone,website,facebook,instagram,digital,paper
ルミエール穂波店,その他,楽市,〒820-0074 福岡県飯塚市楽市624-2,0948-21-3240,http://lumiere-ds.com/shops/,,,False,True
レインボーファクトリー飯塚店,リサイクルショップ,伊岐須,〒820-0053 福岡県飯塚市伊岐須642-1,0948-26-4565,https://www.rainbow-f.com/,,,True,True
レストラン明治屋,その他,柏の森,〒820-0011 福岡県飯塚市柏の森43-7,0948-28-7550,,,,True,True
レディバード,その他,東徳前,〒820-0032 福岡県飯塚市東徳前9-22,0948-25-1778,,,,False,True
レンタルフォトスタジオグレープ,レンタルフォトスタジオ,枝国,〒820-0081 福岡県飯塚市枝国513-9,0120-932-005,https://r-grape.jp,,,True,True
ロイヤルホスト飯塚店,ファミリーレストラン,片島,〒820-0068 福岡県飯塚市片島1-7-29,0948-25-1100,https://locations.royalhost.jp/detail/306207/,,,True,True
ローソン飯塚病院店,コンビニエンスストア,芳雄町,〒820-0018 福岡県飯塚市芳雄町3-83,0948-23-5557,,,,True,True
ワイズキッチン,ステーキ・ハンバーグレストラン,柏の森,〒820-0021 福岡県飯塚市柏の森532-3,0948-52-6159,https://yskitchen2018.wixsite.com/info,,,True,True
ワイン食堂GLUGLU,ワイン食堂,柏の森,〒820-0011 福岡県飯塚市柏の森500-2,090-4624-9696,,,,True,True
ヱビス味噌,味噌屋,口原,〒820-1114 福岡県飯塚市口原746,0948-92-1134,http://www.misoyanokitchen.com,,,True,True
ヴィタリコ飯塚店,婦人服,本町,〒820-0042 福岡県飯塚市本町7-24,0948-29-3333,,,,True,True
㈱エコライフ福岡,住宅リフォーム,片島,〒820-0068 福岡県飯塚市片島3丁目16-26,0948-28-7151,https://i05055.wixsite.com/nukaduke,,,True,True
㈱ハクエイ,その他,相田,〒820-0052 福岡県飯塚市相田52-1,0948-21-4816,,,,False,True
一八飯店,中華料理店,柏の森,〒820-0011 福岡県飯塚市柏の森92,0948-25-1771,http://ippachi.net,,,True,True
一膳,カット野菜卸,新飯塚,〒820-0005 福岡県飯塚市新飯塚7-25,0948-29-3818,,,,False,True
三星石油,ガソリンスタンド,片島,〒820-0068 福岡県飯塚市片島2-4-11,0948-22-1565,,,,True,True
三晶自動車,その他,有井,〒820-0112 福岡県飯塚市有井275-1,0948-82-1198,,,,True,True
上島珈琲店飯塚病院店,その他,芳雄町,〒820-0018 福岡県飯塚市芳雄町3-83 飯塚病院1F,0948-22-8878,https://www.ueshima-coffee-ten.jp/,,,True,True
上田種苗園,その他,堀池,〒820-0070 福岡県飯塚市堀池153-1,0948-23-1076,http://uedaseedsstore.web.fc2.com,,,False,True
世界のハンバーグ ポパイ,ハンバーグ店,花瀬,〒820-0045 福岡県飯塚市花瀬202-1,0948-24-8275,,,,False,True
中央モータース,自動車整備・販売,片島,〒820-0068 福岡県飯塚市片島2-3-8,0948-22-2110,https://chuoh-motors.com,,,True,True
中嶋プロパン瓦斯,プロパンガス販売店,川島,〒820-0002 福岡県飯塚市川島588,0948-22-1118,https://www.nakashima-lpg.com,,,False,True
中田友文堂,印鑑・ハンコ,飯塚,〒820-0041 福岡県飯塚市飯塚10-5,0948-22-1618,,,,False,True
串かつ 壱番串,串カツ屋,柏の森,〒820-0011 福岡県飯塚市柏の森503-1,0948-25-2850,,,,True,True
串亭なかむら,串揚げ店,相田,〒820-0905 福岡県飯塚市相田120,0948-24-9625,https://tabelog.com/fukuoka/A4007/A400702/40007613/,,,False,True
丸和カーテン,カーテン販売,吉原町,〒820-0040 福岡県飯塚市吉原町6番1号 あいタウン2F,0948-24-5664,https://maruwacurtain.jp,,,True,True
丸山生花店,花屋,本町,〒820-0042 福岡県飯塚市本町16-31,0948-22-2844,,,,True,True
丸島園,お茶製造販売,中,〒820-0065 福岡県飯塚市中1093-1,0948-21-0008,http://marushimaen.co.jp,,,True,True
久保勝治商店,その他,天道,〒820-0075 福岡県飯塚市天道71,0948-22-2833,,,,True,True
久里屋,居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚19-30,0948-24-9387,,,,True,True
五龍酒店,酒店,新飯塚,〒820-0005 福岡県飯塚市新飯塚11-3,0948-22-1321,,,https://www.instagram.com/bordeais.iizuka,True,True
井上呉服店,呉服店,天道,〒820-0075 福岡県飯塚市天道39,0948-22-1841,,,,False,True
井上洋服店,学生服・ユニフォーム店,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-16,0948-22-3123,https://www.inoueyoufuku.com,,,True,True
井筒屋飯塚ショップ,百貨店・アパレル小売,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6-1 ゆめタウン飯塚1階,0948-22-3130,https://www.izutsuya.co.jp/storelist/,,,True,True
京風串揚げ 宗,その他,本町,〒820-0042 福岡県飯塚市本町5-11,0948-25-6690,,,,False,True
介護ショップクロッカス,その他,枝国,〒820-0081 福岡県飯塚市枝国510番地2,0948-21-0033,,,,False,True
伊佐文具店,文房具店,長尾,〒820-0701 福岡県飯塚市長尾1029,0948-72-0075,,,,False,True
佐藤コンタクトレンズセンター,コンタクトレンズ販売,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-21,0948-22-1292,,,,True,True
佐藤商店,畳店,上三緒,〒820-0013 福岡県飯塚市上三緒1-45,0948-22-0216,https://satou-tatamiclub.com/,,,True,True
佐藤眼鏡店(メガネのサトー),その他,本町,〒820-0026 福岡県飯塚市枝国長浦666-48 イオン穂波店1F,0948-26-1728,https://meganenosatou.co.jp/,,,True,True
佐藤眼鏡店(メガネのサトー),その他,枝国,〒820-0026 福岡県飯塚市枝国長浦666-48 イオン穂波店1F,0948-26-1728,https://meganenosatou.co.jp/,,,True,True
倉掛米穀店,米穀店,飯塚,〒820-0041 福岡県飯塚市飯塚12-20,0948-22-7323,,,,True,True
倉重酒店ー酒を愉しみ食を喜ぶー,酒屋,伊川,〒820-0054 福岡県飯塚市伊川535-17,0948-52-5550,https://kurashigesaketen.com/,http://www.facebook.com/withsake,,True,True
元野木書店,書店,飯塚,〒820-0041 福岡県飯塚市飯塚18-3,0948-22-0048,,,,True,True
入江電器,電気工事店,南尾,〒820-0072 福岡県飯塚市南尾180,0948-25-0507,,,,False,True
八女茶の西村園茶舗 ゆめタウン飯塚店,お茶屋,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-3,0948-43-3116,,,https://www.instagram.com/nishimuraenchaho,True,True
公設市場 野中鮮魚店,鮮魚店,本町,〒820-0042 福岡県飯塚市本町11-58,0948-22-0500,,,,False,True
兵六玉,居酒屋,伊岐須,〒820-0053 福岡県飯塚市伊岐須148-13,0948-23-6161,https://hyourokudama.owst.jp,https://www.facebook.com/居酒屋-兵六玉-368678233291353/,,True,True
内山刃物,工具・刃物卸売,中,〒820-0065 福岡県飯塚市中484-2,0948-28-9775,,,,True,True
内藤園あいタウン店,茶卸・販売,吉原町,〒820-0040 福岡県飯塚市吉原町6-1 1F,0948-24-0227,,,,True,True
内藤園イオン穂波店,コーヒー・茶葉専門店,枝国,〒820-0034 福岡県飯塚市枝国長浦666-48 イオン穂波ショッピングセンター内,0948-24-5590,,,,True,True
内藤園ハローデイ九工大前店,スーパーマーケット,川津,〒820-0067 福岡県飯塚市川津680-5,0948-26-5550,http://www.halloday.co.jp/184.html,,,True,True
千鳥屋本家 幸袋店,その他,幸袋,〒820-0066 福岡県飯塚市幸袋827-12,0948-29-3078,https://chidoriya.net,,,True,True
千鳥屋本家 飯塚本店,その他,本町,〒820-0042 福岡県飯塚市本町4-21,0948-22-0831,https://chidoriya.net/,,,True,True
友成時計店,その他,飯塚,〒820-0041 福岡県飯塚市飯塚10-3,0948-22-2733,,,,False,True
古谷金物店,その他,新立岩,〒820-0004 福岡県飯塚市新立岩13-8,0948-25-5350,https://0509takayuki.wixsite.com/furuyakanamono,,,True,True
合屋電器店,家電販売,菰田西,〒820-0017 福岡県飯塚市菰田西2丁目4-9,0948-22-2815,,,,True,True
吉岡スタジオ,写真館,伊岐須,〒820-0053 福岡県飯塚市伊岐須217-6,0948-25-4402,https://yoshioka-studio.com,,,False,True
味の明太子ふくや飯塚店,明太子販売店,吉原町,〒820-0040 福岡県飯塚市吉原町11-2 佐藤ビル,0948-29-2989,https://www.fukuya.com/shop/iiduka/,,,True,True
味楽門ＢＯＮ,フレンチレストラン,弁分,〒820-0088 福岡県飯塚市弁分412-8,0948-24-8825,http://www.m-bon.com/index.html,,,False,True
味覚焼,たこ焼き屋,本町,〒820-0042 福岡県飯塚市本町8-7,0948-23-1167,https://mikakuyaki.crayonsite.com,,,True,True
和風ダイニングとし,和食,飯塚,〒820-0041 福岡県飯塚市飯塚5-40,0948-23-5785,https://tabelog.com/fukuoka/A4007/A400702/40017723/,,,True,True
和食レストランニューいいづか・大助うどん,和食レストラン,川津,〒820-0067 福岡県飯塚市川津357-3,0948-23-4800,https://hotel-new-iizuka.com,,,False,True
唐揚げ専門店とりいち,唐揚げ専門店,小正,〒820-0089 福岡県飯塚市小正123-1,0948-21-0063,,,@toriichipapa,False,True
喜酒楽膳あぐら,居酒屋,飯塚,〒820-0041 福岡県飯塚市飯塚11-9 心ビル1F,0948-23-1666,,,,True,True
喫茶りーぶす,喫茶店,下三緒,〒820-0012 福岡県飯塚市下三緒35-846,,,,,False,True
喫茶グラスムーン,喫茶店,吉原町,〒820-0040 福岡県飯塚市吉原町1-6,0948-25-1735,,,,False,True
回転寿司 一太郎,回転寿司店,鯰田,〒820-0001 福岡県飯塚市大字鯰田1526-179,0948-21-0148,http://1taro.jp/sushi/,,,True,True
増岡化粧品店,化粧品店,口原,〒820-1114 福岡県飯塚市口原337-1,0948-92-0258,,,,True,True
壱角屋,焼き鳥,飯塚,〒820-0041 福岡県飯塚市飯塚11-4,0948-22-0875,https://tabelog.com/fukuoka/A4007/A400702/40004936/,,,False,True
大塚白蟻工務店,白蟻駆除業,有井,〒820-0112 福岡県飯塚市有井583-40,0948-82-3124,,,,False,True
大川家具アウトレットオックス,家具アウトレット,秋松,〒820-0083 福岡県飯塚市秋松875-10,0948-21-3188,,,,True,True
大庭電器,家電販売,鯰田,,,,,,True,True
大豆の花,豆腐製造,有井,〒820-0101 福岡県飯塚市有安1030-8,0948-82-0002,,,,True,False
大賀薬局飯塚あいタウン店,その他,吉原町,〒820-0040 福岡県飯塚市吉原町6番1号 アイタウン2F,0948-26-3711,https://www.ohga-ph.com/shop/detail/?id=83,,,True,True
大阪王将 ゆめタウン飯塚店,その他,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1,0948-43-2730,https://www.osaka-ohsho.com/store/store_detail.php?shop_id=494,,,True,False
天喜,その他,飯塚,〒820-0041 福岡県飯塚市飯塚11-8,0948-24-0645,https://tabelog.com/fukuoka/A4007/A400702/40008557/,,,True,True
天道ホルモン,ホルモン小売専門店,天道,〒820-0075 福岡県飯塚市天道42-1,0948-88-9333,https://tento-horumon.com,,,True,True
太田自動車鈑金㈱,自動車鈑金塗装,阿恵,〒820-0704 福岡県飯塚市阿恵124-3,0948-72-2582,http://www.bp-ohta.com,,,True,True
太陽キッチン・フーズ,鳥料理店,菰田西,〒820-0017 福岡県飯塚市菰田西3-8-34,0948-22-5739,,,,False,True
学生服のひめじ屋,学生服店,吉原町,〒820-0040 福岡県飯塚市吉原町6番1号あいタウン1階,0948-23-0347,,,,True,True
学生服のタナカ,学生服販売,飯塚,〒820-0041 福岡県飯塚市飯塚5-33,0948-22-0494,,,,True,True
安部写真館,写真館・フォトスタジオ,天道,〒820-0075 福岡県飯塚市天道38,0948-25-0500,http://photostudio-abe.net,,,True,True
宝靖自動車,自動車整備,椿,〒820-0084 福岡県飯塚市椿145-8,0948-21-3123,,,,True,True
室井酒店,酒店,片島,〒820-0068 福岡県飯塚市片島2丁目21-22,0948-22-4488,,,,True,True
宮脇書店 ゆめタウン飯塚店,書店,菰田西,〒820-0017 福岡県飯塚市菰田西3-6-1 ゆめタウン飯塚内,0948-43-2670,https://www.miyawakishoten.com/store/kyushu_okinawa/fukuoka/entry-4020.html,,,False,True
寺子屋 ZEN,学習塾,立岩,〒820-0003 福岡県飯塚市立岩1347-1,0948-52-3098,https://zen-corporation.com,,,True,True
寿し割烹 たけ志,その他,飯塚,,,,,,False,True
寿し徳,寿司屋,小正,,,,,,True,True
寿司海鮮和食処 やますい,その他,鶴三緒,〒820-0102 福岡県飯塚市鶴三緒1099-3,0948-24-1551,,,,True,True
寿屋化粧品店,化粧品店,本町,〒820-0042 福岡県飯塚市本町15-9,0948-22-2675,,,,False,True
小さなゆめ,その他,柏の森,〒820-0011 福岡県飯塚市柏の森953−2,0948-25-7088,,,,True,True
小林硝子店,ガラス店,川津,〒820-0067 福岡県飯塚市川津357-5,0948-22-0172,https://www.kobayasi-garasu.co.jp,,,True,True
居酒屋 たーぶる,居酒屋,西町,〒820-0043 福岡県飯塚市西町7-12,0948-23-8380,https://tabelog.com/fukuoka/A4007/A400702/40008540/,,,True,True
居酒屋 ん,居酒屋,相田,〒820-0052 福岡県飯塚市相田113-16,0948-21-4581,,,,False,True
居酒屋 文月,居酒屋,南尾,〒820-0072 福岡県飯塚市南尾400-2,0948-22-6766,http://izakayafuzuki.com/,,https://www.instagram.com/izakaya_fuduki/,True,True
居酒屋 純,居酒屋,口原,〒820-1114 福岡県飯塚市口原310,0949-68-9001,,,,True,True
居酒屋てん・てん・てん,居酒屋,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目7-45,0948-24-8870,,,,False,True
居酒屋二代目きんぐ,その他,東徳前,〒820-0032 福岡県飯塚市東徳前9-6,0948-43-3911,,,,True,True
居酒屋佐助,居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚4-12,090-9407-0948,,,,True,True
居酒屋味坊,居酒屋,東徳前,〒820-0032 福岡県飯塚市東徳前20-30,0948-24-9166,,,,True,True
居酒屋和光,不明,吉原町,福岡県飯塚市吉原町7-20,,,,,False,True
居酒屋専科大樹,居酒屋,柏の森,〒820-0011 福岡県飯塚市柏の森539-2,0948-24-9777,,,,True,True
居酒屋落花生,居酒屋,上三緒,〒福岡県飯塚市上三緒445-17,,,,,True,True
山下建材工業(株),建設業,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目11-16,0948-22-0253,https://ymashitakenzai.bsj.jp,,,False,True
山本酒店,酒屋,赤坂,〒820-0106 福岡県飯塚市赤坂488-3,0948-82-0037,https://chikuski.jp/lifestyle/yamamoto-akasaka/,,,False,True
山野愛子どろんこ美容＆Relax Plus,エステ,西町,〒820-0043 福岡県飯塚市西町4-53アルカビル1F,0948-28-7500,https://yamanobeautymate.com/salonlist/%E9%A3%AF%E5%A1%9A%E5%BA%97/,,,True,True
帽子のほりかわ,その他,本町,〒820-0042 福岡県飯塚市本町15-6,0948-22-3524,,,,False,True
庄内タクシー,その他,赤坂,〒820-0106 福岡県飯塚市赤坂795-2,0948-82-0018,https://shonaikanko.com,,,False,True
庄内地区,商工会支所,,〒820-0111 福岡県飯塚市有安719番地2,0948-96-8120,,,,True,True
庄助うどん,その他,阿恵,〒820-0704 福岡県飯塚市阿恵1760,0948-72-0034,,,,False,True
庄四季物,農産物直売所,綱分,〒820-0101 福岡県飯塚市綱分770-1,0948-82-0117,,,,True,True
庄屋ゆめタウン飯塚店,和食レストラン,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6番1号 ゆめタウン飯塚2F,0948-43-9219,https://www.sho-ya.co.jp/shop/archives/105,,,True,True
庄屋飯塚店,和食レストラン,西徳前,〒820-0031 福岡県飯塚市西徳前336-24,0948-96-8655,,,,True,True
御菓子司亀屋延永,和菓子屋,忠隈,〒820-0071 福岡県飯塚市忠隈77-34,0948-25-6771,https://www.kameya-nobunaga.com,,,True,True
志ののめ,どら焼き専門店,柏の森,〒820-0011 福岡県飯塚市柏の森520-20,0948-52-4558,,,https://www.instagram.com/shinonome_yamadora_,True,True
手づくりケーキラ・パレット,ケーキ屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-6 花宅ビル1F,0948-24-9232,https://patisserie-lapalette.com,,,True,True
手づくりパン工房スピカ,パン屋,菰田西,〒820-0103 福岡県飯塚市菰田西3-1-4,0948-80-6572,,,,True,True
手打うどん・レンストランなごし,うどん・そば店,川津,〒820-0067 福岡県飯塚市川津26-1,0948-24-9680,,,,True,True
手造りバーガーショップ レイダック,ハンバーガーショップ,片島,〒820-0068 福岡県飯塚市片島2-8-9,0948-43-8434,https://www.rayduck1986.com,,,True,True
揚げ処えびるす,居酒屋・天丼・串揚げ,新飯塚,〒820-0005 福岡県飯塚市新飯塚10-5,0948-43-9693,,,@abrusu2014,True,True
文具のたまおき本店,文具店,堀池,〒820-0070 福岡県飯塚市堀池179-2,0948-22-2950,https://www.tamaoki.co.jp/pages/34/,,,True,True
日新理容室,理容室,本町,〒820-0042 福岡県飯塚市本町7-20,0948-22-2281,,,,False,True
日本習字筑穂教室,習字教室,筑穂元吉,〒820-0005 福岡県飯塚市筑穂元吉,0948-43-4988,,,,True,True
旬彩ダイニング 樹限無,居酒屋,宮町,〒820-0069 福岡県飯塚市宮町13-30,0948-23-0066,http://www.dining-jugem.com,,,True,True
旬楽みささ,居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-6 花宅ビル1F,0948-23-5688,,,,True,True
時計宝石眼鏡ムカイダ,時計・宝石・眼鏡店,新飯塚,〒820-0005 福岡県飯塚市新飯塚6-3,0948-22-3672,,,,True,True
有限会社 筑穂プロパン,その他,大分,〒820-0712 福岡県飯塚市大分1285-9,0948-72-1225,https://www.q-san.co.jp/chikuhopuropan,,,False,True
有限会社みよし,その他,本町,〒820-0042 福岡県飯塚市本町5-11,0948-25-6027,https://miyosi.net,,,False,True
朝倉屋酒店,その他,宮町,〒820-0069 福岡県飯塚市宮町1-3,0948-22-2073,,,,True,True
木下石油,ガソリンスタンド,平塚,〒820-0702 福岡県飯塚市平塚391,0948-72-0136,,,,False,True
木原コンタクト,コンタクトレンズ販売,伊岐須,〒820-0053 福岡県飯塚市伊岐須298-6,0948-25-1319,,,,True,True
本場インド料理ルパ穂波店,インド料理店,秋松,〒820-0083 福岡県飯塚市秋松919,0948-25-6625,http://curry-rupa.com,,,True,True
本格インド料理ルパ飯塚店,インド料理店,川津,〒820-0067 福岡県飯塚市川津202-1,0948-21-0731,http://curry-rupa.com/,https://www.facebook.com/rupacurry/,,True,True
東洋ドライ ハローデイ店,クリーニング,川津,〒820-0067 福岡県飯塚市川津680-5,0948-24-0408,https://toyodry.com/cn2/iizuka.html,,,True,True
東洋ドライ 川津店,クリーニング,川津,〒820-0067 福岡県飯塚市川津149-1,0948-29-0223,https://toyodry.com/cn2/%E9%A3%AF%E5%A1%9A%E5%B8%82%E5%B7%9D%E6%B4%A5.html,,,True,True
東洋ドライ 新飯塚店,クリーニング,新飯塚,〒820-0005 福岡県飯塚市新飯塚10-5,0948-22-1999,https://toyodry.com/cn2/%E6%96%B0%E9%A3%AF%E5%A1%9A.html,,,True,True
松本刃物店,刃物店,東徳前,〒820-0032 福岡県飯塚市東徳前7-26,0948-22-6218,,,,False,True
松隈食料品店,不明,勢田,〒820-1111 福岡県飯塚市勢田195-3,09496-2-0175,,,,False,True
林檎の木,その他,潤野,〒820-0021 福岡県飯塚市潤野885-30 竜王ハイツ,,,,https://www.instagram.com/ringonoki0320,True,True
株式会社日栄,その他,蓮台寺,〒820-0048 福岡県飯塚市蓮台寺68-3,0948-23-1221,https://nichiei.ne.jp,,,False,True
桜ヶ丘ゴルフセンター,ゴルフ練習場,枝国,〒820-0081 福岡県飯塚市枝国666,0948-22-1401,https://sakuragaoka-gc.jp,,,False,True
楳木石油,その他,高田,〒820-0079 福岡県飯塚市高田645,0948-22-5340,,,,True,True
楽市焼肉ホルモンセンター,焼肉屋,楽市,〒820-0074 福岡県飯塚市楽市489-1,0948-22-3849,https://rakuichihorumon.com,,,False,True
武田商店,酒屋,下三緒,〒820-0012 福岡県飯塚市下三緒1-32,0948-24-7347,,,,False,True
江藤時計店本店,時計・宝石店,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目6番1号ゆめタウン飯塚2F,0948-22-0480,https://eto-group.net/,,,True,True
江藤石油(株),ガソリンスタンド,忠隈,〒820-0071 福岡県飯塚市忠隈105-1,0948-22-7890,https://eto-kk.co.jp/,,,True,True
江藤電器,不明,長尾,〒820-0701 福岡県飯塚市長尾1227-6,0948-72-3309,,,,False,True
洋服の青山飯塚穂波店,アパレル販売,弁分,,,,,,True,True
深見時計店,時計店,新飯塚,〒820-0005 福岡県飯塚市新飯塚17-10,0948-22-3826,,,,True,True
清水理容室 チャボ,理容店,堀池,〒820-0070 福岡県飯塚市堀池57-5,0948-80-5872,,,,True,True
渡辺果実店,フルーツショップ,菰田西,,,,,,True,True
渡邊硝子建材,その他,徳前,〒820-0033 福岡県飯塚市徳前36番地の4,0948-22-1262,https://wgk1916.co.jp,,,False,True
温野菜 飯塚店,その他,枝国,〒820-0081 福岡県飯塚市枝国680−2,0948-43-4076,,,,True,True
湊屋（みなとや）,その他,相田,,,,,,True,True
濃厚生乳ソフトクリーム専門店だがソフ,その他,飯塚,〒820-0041 福岡県飯塚市飯塚13-23,,,,https://www.instagram.com/dagasystem.soft,True,True
炉ばた髙,居酒屋,吉原町,〒820-0040 福岡県飯塚市吉原町4-3 丸光ビル1F,0948-43-8881,https://www.robata-taka.com,,,True,True
炒めラーメンYAMA,ラーメン店,伊岐須,〒820-0501 福岡県飯塚市伊岐須639,,,,,True,True
炭バル ダブル,居酒屋・ダイニングバー,本町,〒820-0042 福岡県飯塚市本町7-28 ズームビル1F,0948-22-7115,https://www.www-52.com/,,,True,True
炭火串焼弥一,居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚15-4,0948-26-9481,https://yaichi-i.com,,,True,True
炭火居酒屋やっぽい,居酒屋,新飯塚,〒820-0005 福岡県飯塚市新飯塚14-2,0948-88-9298,https://yappoi.owst.jp,,,False,True
炭火居酒屋喜楽,検索結果に該当情報がありません,目尾,〒820-0062 福岡県飯塚市目尾402-9,0948-28-1770,https://chikuski.jp/gourmet/kiraku/,,,True,True
炭火焼肉嘉苑,焼肉店,柏の森,〒820-0011 福岡県飯塚市柏の森4-1,0948-21-7517,http://yakiniku-kaen.jp,,https://www.instagram.com/sumibiyakiniku.kaen,True,True
炭火焼肉天神,焼肉店,若菜,〒820-0082 福岡県飯塚市若菜210-7,0948-43-9129,https://tabelog.com/fukuoka/A4007/A400702/40028549/,,,True,True
炭火焼鳥あらた,居酒屋,本町,〒820-0000 福岡県飯塚市本町5-14,0948-21-1257,https://arata-izakaya.jimdoweb.com,,,True,True
炭火焼鳥えい吉,焼鳥店（テイクアウト専門）,若菜,〒820-0082 福岡県飯塚市若菜259-11,080-9865-0141,,,https://www.instagram.com/sumibiyakitori_eikichi,True,True
炭火焼鳥かなまる,焼き鳥屋,柏の森,〒820-0011 福岡県飯塚市柏の森503-1,0948-52-3201,,,https://www.instagram.com/sumibiyakitori_kanamaru1114,False,True
炭焼酒処幸炭,その他,秋松,〒820-0083 福岡県飯塚市秋松870-1,0948-25-7411,https://koutan.owst.jp,,,True,True
焚炎 竹や,不明,忠隈,〒820-0071 福岡県飯塚市忠隈537-1,0948-21-2740,,,,False,True
無印良品かやの森,その他,柏の森,〒820-0011 福岡県飯塚市柏の森8-5,0948-29-5655,https://www.muji.com/jp/ja/shop/detail/061616,,,True,True
焼肉のMr.青木,その他,鶴三緒,〒820-0014 福岡県飯塚市鶴三緒一本木1117-1,0948-24-5170,https://mr-aoki.jp/index.html,,,False,True
焼肉のすから,その他,鶴三緒,〒820-0014 福岡県飯塚市鶴三緒1476-5,0948-25-6616,,,,True,True
焼肉スタミナ・元,焼肉店,川津,〒820-0067 福岡県飯塚市川津382,0948-21-5510,,,,False,True
焼肉ソウル,焼肉店,川津,〒820-0067 福岡県飯塚市川津151-1,0948-29-0122,,,,True,True
焼肉レストラン牛仙,焼肉店,川津,〒820-0067 福岡県飯塚市川津77-2,0948-25-2808,,,,True,True
焼肉王城飯塚店,焼肉,立岩,,,,,,True,True
焼肉開山堀池店,焼肉店,堀池,〒820-0070 福岡県飯塚市堀池138,0948-29-6929,,,,False,True
焼肉開山庄内店,焼肉屋,綱分,〒820-0101 福岡県飯塚市綱分1712-5,0948-31-1072,,,,False,True
焼鳥千成,焼き鳥居酒屋,枝国,〒820-0081 福岡県飯塚市枝国429,0948-23-9659,https://yakitorisennari.com,,,True,True
煮込み食堂 煮こ屋,定食屋,東徳前,〒820-0032 福岡県飯塚市東徳前20-30金澤ビル1F,0948-22-8617,,,,False,True
熾火ト酒,居酒屋,本町,〒820-0042 福岡県飯塚市本町8-17,0948-43-3978,https://tabelog.com/fukuoka/A4007/A400702/40060410/,,,True,True
牛角飯塚店,焼肉店,潤野,〒820-0088 福岡県飯塚市弁分159-8,0948-22-7429,https://map.reins.co.jp/gyukaku/detail/948227429,,,True,True
玉翠堂,書道用品店,片島,〒820-0068 福岡県飯塚市片島2丁目1−15,0948-24-7406,https://www.gyokusuido.com,,,True,True
珈琲焙煎工房 まめや福岡ユタカ,コーヒー焙煎工房,西徳前,〒820-0031 福岡県飯塚市西徳前4-37,0948-22-5271,https://mameya-yutaka.com/access.html,,https://www.instagram.com/mameyafukuokayutaka,True,True
田中糸店,糸の販売,飯塚,〒820-0041 福岡県飯塚市飯塚12-11,0948-22-0143,,,,True,True
癒心房,肉料理店,忠隈,〒820-0071 福岡県飯塚市忠隈71-4 NERO BOTANICA 2F,0948-26-3926,https://wing-r.com/iyashinbou/,,https://www.instagram.com/iyashinbou/,True,True
矢野鮮魚店,鮮魚店,飯塚,〒820-0041 福岡県飯塚市飯塚12-24,0948-22-0043,,,,True,True
石井商会,靴卸,菰田西,〒820-0017 福岡県飯塚市菰田西1丁目4-28,0948-22-1387,https://ishiisyokai.jp,,,False,True
祭りばやし,居酒屋,柏の森,〒820-0011 福岡県飯塚市柏の森541-6,0948-22-5551,https://tabelog.com/fukuoka/A4007/A400702/40004908/,,,True,True
福寿し,すし店,川津,〒820-0067 福岡県飯塚市川津360-1,0948-28-6963,https://tabelog.com/fukuoka/A4007/A400702/40018721/,,,False,True
福祉用具おおつか 飯塚営業所,福祉用具貸与,忠隈,〒820-0071 福岡県飯塚市忠隈503-2,0948-43-2888,https://otsuka-we.jp,,,False,True
秋元液化ガス,LPガス販売,目尾,〒820-0062 福岡県飯塚市大字目尾515-84,0948-22-2945,http://www.akimoto-g.com,,,False,True
穂波地区,ショッピングセンター,,〒820-0083 福岡県飯塚市秋松919,0948-26-0105,https://www.halloday.co.jp/sp/676.html,,,True,True
竹川鮮魚,鮮魚店,本町,〒820-0042 福岡県飯塚市本町16-32,0948-22-6227,,,,True,True
第一タイヤサービス,その他,横田,〒820-0044 福岡県飯塚市横田52－1,0948-24-1530,,,,True,True
第一ボウル,その他,片島,〒820-0068 福岡県飯塚市片島1-10-14,0948-23-1181,http://www.land-park.jp,,,True,True
筑穂地区,その他,,〒820-0702 福岡県飯塚市平塚295-2,0948-72-2118,http://www.kawashoku.jp/shokusaikan/shopshoukai/chikuho/,,,True,True
筑豊ラーメン山小屋穂波店,ラーメン屋,楽市,〒820-0074 福岡県飯塚市楽市630,0948-28-3371,http://yamagoya.co.jp/,,,False,True
筑豊葬祭セレモニーヴィラ穂波斎場,葬祭業,太郎丸,〒820-0076 福岡県飯塚市太郎丸1151-1,0948-25-0444,https://chikuhousousai.com/honami/,,,True,True
筑豊葬祭セレモニーヴィラ飯塚,斎場,菰田西,〒820-0017 福岡県飯塚市菰田西3丁目17-4,0948-52-3888,https://chikuhousousai.com/villa-iizuka/access/,,,True,True
