店舗名称,エリア,券種,place_name,formatted_address,lat,lng,category,display_category,phone,official_url,google_maps_url,google_summary,raw_description,description,instagram_url,tiktok_url,x_url,facebook_url,youtube_url,line_url,tabelog_url,hotpepper_url,jalan_url
わた惣,本町,both,わた惣,〒820-0042 福岡県飯塚市本町１６−１０,33.6396212,130.684531,飲食店,グルメ・飲食,0948-22-1457,http://www.wataso.com/,https://www.google.com/maps/place/?q=place_id:ChIJKxlcPZCRQTURzGw_ET6drDg,食のセレクトショップで、酒のつまみに最適品が揃っています。本町アーケードに来たら、必ず立ち寄ります。タコ・イカ・かつお等の酒盗もプチパック入りで色々楽しめます。何年も来てるけど、お店の人とお喋りしたこ / 飯塚本町商店街にある乾物を主としたお店。ご飯のお供、酒のアテが品揃え豊富。一部商品は北九州市の小倉井筒屋でも手に入る。,1872年創業の老舗食品店。お惣菜・珍味・乾物を販売、通販対応。飯塚本町商店街に位置し、10-18時営業（水曜定休以外年中無休）。地方発送可能。,飯塚本町商店街内の食品店。年中無休10:00〜18:00（1/1・2休）。食料品・酒屋。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40048420/,,
炭焼酒処幸炭,秋松,both,炭焼酒処 幸炭(こうたん),〒820-0083 福岡県飯塚市秋松８７０−１,33.6184085,130.6720231,飲食店,グルメ・飲食,0948-25-7411,https://koutan.owst.jp/,https://www.google.com/maps/place/?q=place_id:ChIJPUaYHAF_QTURGProYcDMMos,当日予約でもはいれた！ 値段もお手頃で、料理も美味しい😋 特に焼き鳥の皮は最強 / 田舎で周りにお店が少ない中、営業してくれているのは本当にありがたいと思います。 祝日の水曜日に予約なしで伺いました。 店内は混雑していないように見えましたが、それでも料理の提供が異常に遅く、味も全体,福岡県飯塚市秋松870-1にある居酒屋。JR天道駅から徒歩22分。電話0948-25-7411。定休日毎週月曜日。情報提供元楽天ぐるなび。,炭焼酒処。福岡県飯塚市秋松870-1。電話0948-25-7411。JR天道駅徒歩22分。定休日毎週月曜日。居酒屋。,,,,,,,,,
くすりのハッピー 潤野店,潤野,both,くすりのハッピー 潤野店,〒820-0021 福岡県飯塚市潤野８８５−３３,33.6350076,130.665431,ドラッグストア,コンビニ・スーパー,0948-26-4557,https://map.sinseido-co.jp/detail/381/,https://www.google.com/maps/place/?q=place_id:ChIJK3l9b7B_QTUR2bxBjm3osF0,薬というよりはお昼の弁当をたまに買ってます。コスパ最高です！メニューも色々あります! 4月23日久々にお弁当購入。今日は鶏そぼろご飯（375円税込）にしました。 / 店舗はこじんまりして、店員さんはよく動いて教えてくれます、隣にスポーツ教室あり曜日によっては駐車場が空いていません、店内には惣菜、冷凍食品等販売、牛乳は山口県の牛乳育ちが安くて美味しいです価格は１７０,くすりのハッピー 潤野店は、福岡県飯塚市潤野885-33に所在。営業時間9:00〜22:00、駐車場96台。カウンセリング（健康・美容台帳）、美容部員在籍。酒類・韓国コスメ・収納代行・ラクラク手ぶら便・ソーダストリーム取扱。フリーWi-Fi、カーブス、多目的トイレ、車椅子対応、AED、給水サービスあり。各種支払い対応。,福岡県飯塚市のドラッグストア。営業時間9:00～22:00。96台駐車場完備、フリーWi-Fi、美容部員在籍。韓国コスメ、酒類、ニキビケア化粧品など取扱。,,,,,,,,,
志ののめ,柏の森,both,志ののめ - YAMADORA -,〒820-0011 福岡県飯塚市柏の森５２０−２０,33.6404244,130.6981142,飲食店,グルメ・飲食,0948-52-4558,https://www.instagram.com/shinonome_yamadora_?igsh=cWVwNW9rcWJ1NG84&utm_source=qr,https://www.google.com/maps/place/?q=place_id:ChIJte6yT8J_QTURIm7sUP2k28o,前から訪れたいと思っていたどら焼き屋さん。いつも駐車場がいっぱいなので、この日も何となく気にせずお店の前を通りかかっていたら、まさかの停めれる！早速Uターンして直行。お店はおしゃれな門構え。 中に入る / 麻生大浦荘の帰り道に気になったどら焼き屋さんへ。とても素敵な外観とたくさんの種類の餡の味。もう「りんごあん」のトリコです。 白餡とりんごの酸味が何個でも食べれそうな上品なお味。ふんわり皮の厚みの形もち,2025年6月20日にオープンした筑豊初のどら焼き専門店。創業122年の山田饅頭本舗がプロデュース。山どら（200円）、メープルカシュー（520円）など多彩などら焼きを提供。営業時間10:00-18:00、水曜定休。Google評価4.1。,2025年6月20日にオープンした筑豊初のどら焼き専門店。創業122年の山田饅頭本舗がプロデュース。,https://www.instagram.com/shinonome_yamadora_,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40071609/,,
ミュージアムショップ白蓮,幸袋,both,ショップ白蓮,〒820-0066 福岡県飯塚市幸袋３００,33.6614272,130.6860656,ギャラリー,エンタメ・レジャー,0948-22-4466,,https://www.google.com/maps/place/?q=place_id:ChIJxYJx5I_VQzUR8j_2cGNKHV4,2025.5.26 購入 : 二瀬饅頭¥830 駐車場だった跡地に造られたショップで、当時はフォードモデルＴが止まっていたそうです 輸送、関税などを考えると200万円は超えていて、大卒者の初任給が3 / 伊藤伝右衛門邸の駐車場跡だそうな。でも完全に白蓮に占領されてる。売ってるものはほぼ便乗商法だからあまり品物自体意味は無い,,旧伊藤伝右衛門邸内にあるショップ。白蓮関連グッズや飯塚特産品（千鳥饅頭、ひよ子、二瀬饅頭）を販売。営業9:30-17:00、休み水曜・年末年始。,,,,,,,,,
おでん炭火焼眞次郎,新飯塚,both,炭火焼・おでん 眞次郎,〒820-0005 福岡県飯塚市新飯塚１４−２,33.6439151,130.6918366,飲食店,グルメ・飲食,0948-28-2055,,https://www.google.com/maps/place/?q=place_id:ChIJ7XWMoiN-QTURyXd4LM6gsY4,"おでんと串物って組み合わせに惹かれて、平日のかなり早い時間に入店。先客無しでカウンターに陣取り。どちらかというと食事目当てだったので、ビール1杯だけだったけど、それにしてもトータルで約2,500円/人 / 外観は雑居ビル1階！店内はカウンター席に座敷テーブル席とあり！和風モダンでカジュアルな雰囲気があり！焼き鳥とおでんが美味しいお店として地元民で週末は賑わう人気店☆今回はプチ宴会の為、コース料理をお願い","炭火焼おでん「眞次郎」。居酒屋・焼き鳥・おでん専門。新飯塚駅徒歩2分。17-23時営業、日曜定休。予算2,000-4,999円。カード・PayPay可。予約可(TEL:0948-28-2055)。食べログ評価3.08。","新飯塚駅徒歩2分。炭火焼おでん専門の居酒屋。焼き鳥も。予算2,000-2,999円。評価3.08。",,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40038014/,,
鰻一太郎,鯰田,both,うなぎ専門店 鰻一太郎,〒820-0001 福岡県飯塚市鯰田１６４６−７,33.6622627,130.7029826,飲食店,グルメ・飲食,0948-28-9500,,https://www.google.com/maps/place/?q=place_id:ChIJ5dh4eEzVQzURnzZqvg9DFm4,正直、期待外れでした 今まで高額の鰻重を食べたことがなかったので、思い切って食してみようと満を持して来店したのですが、土曜日のお昼時なのにお店はガラガラ。ん？これは？と思いながらも一番高い鰻重を注文。 / 一太郎の店頭で「鰻一太郎」のせいろ蒸しが売っていたので、家族と「これいいね!」と即買いしました。 帰宅して温め直していただきました。大満足でした(*^^*) こちらのお店は希少な宮崎の和匠鰻を使って,福岡県飯塚市鯰田1646-7にあるうなぎ専門店。電話番号0948-28-9500。最寄り駅は浦田駅（直線723m）。食べログ評価3.09。土曜昼に電話で夜17時から確認のレビューあり。月曜定休か。,福岡県飯塚市鯰田1646-7にある和食店。うなぎ専門でランチ利用可。電話0948-28-9500。最寄り駅浦田駅。,,,,,,,,,
アーユルヴェーダサロンエルフローラ,宮町,both,アロマ・アーユルヴェーダサロン エルフローラ,〒820-0069 福岡県飯塚市宮町２−８ ２F,33.6403987,130.6837823,美容室,美容・健康,0948-43-8864,http://elflora7.sakura.ne.jp/,https://www.google.com/maps/place/?q=place_id:ChIJ_aZRxDB-QTUR_jyHiTTYYO8,施術の上手さは最上級です。 フェイシャル、ボディ全てにおいて丁寧で心から癒されて満足します。また、行きたいと思わせるお店です。 / ネットでアロママッサージのお店を検索しているとエルフローラさんにヒットしました。 直感でお店に行きたい！と思い伺いました。 笑顔で迎えてくださり雰囲気の良い素敵な室内でカウンセリングから施術の1つ1つ,福岡県飯塚市のアーユルヴェーダサロン。本場インドケララ式アーユルヴェーダを提供。内面美人をモットーにリラクゼーション。現実から解き放たれる異空間。アロマトリートメント中心、女性専用予約制。11周年キャンペーンで10%OFF実施中。,飯塚市のアーユルヴェーダサロン。本場南インドのアーユルヴェーダとアロマで癒しを提供。内面美を重視。飯塚駅近く、11年以上の実績。,,,,,,,,https://beauty.hotpepper.jp/kr/slnH000587845/,
サンドラッグ穂波店,秋松,both,サンドラッグ 穂波店,〒820-0083 福岡県飯塚市秋松９１６−１,33.6203222,130.670726,ドラッグストア,コンビニ・スーパー,0948-26-1231,https://sundrug-online.com/blogs/search-store/2033,https://www.google.com/maps/place/?q=place_id:ChIJ6bnWtwB_QTURP2DQISUw87w,福岡県北九州市八幡西区から筑紫野市を結ぶ国道200号線沿いにあります。他のドラッグストアより、少し価格が高いように感じますが、サンドラックオリジナルポイントと楽天ポイントの二重どり、その他クーポンを併 / 稲築店の対応が酷すぎるので、最近はこちらで買い物します。日配品などの扱いはなく品揃えは劣りますが、ストレスなく買い物できるのが大きいです。,,福岡県飯塚市のドラッグストア。JR筑豊本線天道駅から徒歩23分。TEL: 0948-26-1231,,,,,,,,,
茶寮このみ,潤野,both,日本料理 茶寮このみ,〒820-0021 福岡県飯塚市潤野１３２７−１,33.6402849,130.6593679,飲食店,グルメ・飲食,0948-22-2120,http://www.saryou-konomi.jp/delivery/,https://www.google.com/maps/place/?q=place_id:ChIJ77eIpr5_QTURexh0f59Qx2M,"良く手入れされた日本庭園と和食を楽しめる割烹料亭。 店の周囲には狭く見通しの悪い道が有るので車の運転には細心の注意を要する。駐車場は店の入口近くと少し離れた場所にある第二駐車場があり、安心して停める / 平日のランチに両親と行きました。部屋からの景色がとても良くゆっくりと出来ました。￥1,800の「なごみ膳」を注文しました。どれも上品な味で美味しかったです。米が八木山産のコシヒカリでとても美味しかった",日本料理店。旬の食材を使った本格京会席を提供。平均予算5001-7000円、席数72。飯塚駅からタクシー10分、穂波東ICから車5分。営業11:30-22:00、無休。,福岡県飯塚市の日本料理店。旬の食材を生かした本格的な京会席が味わえます。営業時間11:30～22:00、無休。平均予算5001～7000円。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40004340/,,
シャトレーゼ柏の森店,柏の森,both,シャトレーゼ 柏の森店,〒820-0011 福岡県飯塚市柏の森８−５,33.6452052,130.7104171,ベーカリー,グルメ・飲食,0948-28-3388,https://www.chateraise.co.jp/ec/shop/o661102/?utm_source=gmb&utm_medium=661102,https://www.google.com/maps/place/?q=place_id:ChIJrSDPMufVQzURxCYZ1Prr5OE,シャトレーゼさんは、どれも安いです。 そして、美味しかったです。 店内で購入した飲食物を店内の客席で飲食することができました。 コーヒーは、イートインだと１１０円でした。 / こちらのシャトレーゼには初めて行きました。ケーキなども安くて良いですが、私はいつもパンを買います。添加物などが入っていない、もしくは少なめの物が希望でこちらのパンが最近お気に入りです。ただ、消費期限は,シャトレーゼ柏の森店は福岡県飯塚市にある洋菓子・スイーツ専門店。2020年12月18日オープン。営業時間は9:00～20:30（月～土）。ワイン樽出しワインと焼きたて商品を取り扱う。季節感のある和菓子も提供。新飯塚駅から約1.5km。,福岡県飯塚市柏の森大谷8-5。営業時間9:30～20:30。ワイン樽出しワイン、焼きたて商品取扱。2020年12月オープン。,https://www.instagram.com/pri,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40055834/,,
雑貨牧場GAYU,菰田東,both,雑貨牧場GAYU（がゆ）,〒820-0016 福岡県飯塚市菰田東２丁目２２−１３,33.63048500000001,130.6938279,生活雑貨,ショッピング,080-4271-6660,https://www.facebook.com/gayushop/,https://www.google.com/maps/place/?q=place_id:ChIJ7XkQDzp-QTURkC9omnAUzwY,ポップなデザインの波佐見焼きがたくさんでワクワクしました♪✨うちへお嫁入りした器が毎日食卓に彩りを添えてくれ元気になってます♡ 他にもきらきらきれいなヘアクリップを購入して帰りました♪ 他のものもも / 面白くて楽しくて綺麗でめずらしい雑貨がならんでました！ ランプも種類が豊富で、どれにするか悩んでいると、ランプに明かりをつけて見せていただきました！とても親切なオーナーさんです。 価格も手頃なものから,福岡県飯塚市の雑貨店。波佐見焼などの陶器を販売。金曜12-17時、土日11-17時営業（月-木休み）。イベント出店で休みあり。駐車場2台。2014年開店、2025年11周年。昨日より3%楽しくなる雑貨を提供。,福岡県飯塚市の雑貨店。波佐見焼を中心に雑貨を販売。金12-17時、土日11-17時（月-木休み）。イベント出店時休みあり。,https://www.instagram.com/gayushop,,,,,,,,
シャンソン化粧品ＣＥサロン ’elua,新飯塚,both,シャンソン化粧品ＣＥサロン'elua(エルア),〒820-0005 福岡県飯塚市新飯塚１７−１３,33.6433451,130.6908943,美容室,美容・健康,0948-22-2545,,https://www.google.com/maps/place/?q=place_id:ChIJWRsmeyN-QTURQJa4nZpZVcY,フェイシャルエステでは、クレンジング、洗顔、毛穴汚れの吸引、マッサージ、パックという、フルコースでした。エステ後の肌は、透明感があり、しっとりもちもちでした。次の日の化粧のノリも良く、大満足でした。 / 庄野式ヘッドセラピーをしていただきました。 前回体験でとても良かったので、フルコースです。 頭はもちろん気持ちよく、耳下の辺りは食いしばりでコリコリと軟骨のようになっていました。 年中凝っている首筋、,シャンソン化粧品CEサロン'eluaは福岡県飯塚市新飯塚17-13に所在。高技術スキンケア専門でフェイシャルエステ、ハワイアンロミロミアロマを提供。完全予約制、10-18時営業、日祝休。代理店も兼ね、肌改善効果の口コミあり。,1964年から続く高技術スキンケアサロン。飯塚市に所在し、シャンソン化粧品を扱う。話題のスキンケアを提供。,,,,,,,,,
回転寿司 一太郎,鯰田,both,回転寿司 一太郎,〒820-0001 福岡県飯塚市鯰田１５２６−１７９,33.6621019,130.7047836,飲食店,グルメ・飲食,0948-21-0148,http://1taro.jp/sushi,https://www.google.com/maps/place/?q=place_id:ChIJB3RBAenVQzUR05-iuvavYlY,定番の寿司、海鮮料理、ご飯、汁物を提供する落ち着いた雰囲気の店。 / 日曜日のお昼訪問。Webで順番待ち出来ますが、開店後98組待ちで一旦諦めましたが、1時間後に見ると60番台に減ってたので一応お店に行って見ると次々と順番呼ばれて番号も一気に減ったりしてたのでキャンセル / ネタが新鮮でGood👍です。 今回はカンパチ、エンガワ（2種類食べたけど高い方）、生エビ（高い方）、車エビを私は食べましたが お魚がそれそれ旨み甘みがありました😊 お隣ではお野菜やお魚、お肉もあります,"飯塚市鯰田1526-179の回転寿司店。鯰田駅徒歩14分。以前鯰田1646-7から移転。新鮮ネタの寿司・揚げ物・うなぎ・焼き鳥が人気。外観は旅館風で席数多め。予算2,000-4,999円。PayPay可。評価3.51。",福岡県飯塚市鯰田1526-179。ネタが新鮮で美味しい回転寿司。揚げ物も人気。旅館風の外観で席数多め。鯰田駅徒歩14分。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40050084/,,
あさひ補聴器,宮町,both,あさひ補聴器飯塚店,〒820-0069 福岡県飯塚市宮町１４−６,33.6429428,130.6848808,健康・医療,美容・健康,0948-25-7843,https://asahi-ha.com/,https://www.google.com/maps/place/?q=place_id:ChIJiWqgDTB-QTURo8Zp7kgf8XY,親切丁寧に対応していただきました。高額な物を購入するので、色々な心配がありましたが安心できました。購入後のフォローもしっかりしていただけるとの事です。 また、1ヶ月程無料レンタルでお借りしてからの購入 / けっこう長い付き合いになりますが‥ 丁寧な検査による、間違いないアドバイスと補聴器の選択に感謝してます！ 利用している補聴器も3台目で性能も良くなりましたがその分高額になりました！ 後悔しない補聴器ア,筑豊地区で創業30余年の補聴器専門店。認定補聴器技能者1名在籍し、聴力測定・選定・調整・購入後サポートを提供。営業時間9:00～17:30（日祝休）、駐車場あり。飯塚バスセンター徒歩4分。,筑豊地区創業30余年の補聴器専門店。認定補聴器技能者が個別相談・調整。飯塚店:9:00～17:30、日祝休、駐車場あり。,,,,,,,,,
ジャンボパンチ希林,秋松,both,ジャンボパンチ希林,〒820-0083 福岡県飯塚市秋松９４７,33.6222222,130.6722222,カラオケ,エンタメ・レジャー,0948-21-2188,https://www.battingcenter.com/fukuoka/1568/,https://www.google.com/maps/place/?q=place_id:ChIJBzf0XKp_QTURPxjsztEGwOQ,昔ながらのバッティングセンターって感じです。 最新のマシンは導入されてませんが ちょっと楽しむ感じでは満足すると思います。 基本的に球の高さは大人向けに設定している感じで子供にはコースが高いですね / 最近バッティングセンターが少ないので良くここに通ってます、他にもゲーセンもあって結果楽しめます、そして音ゲーにハマって気づいたことは唯一グルーヴコースターが設置されているということです、楽市街道箱崎や,飯塚市秋松にあるバッティングセンター・ゲームセンター・カラオケ複合施設。「明るく！楽しく！健全に！」をコンセプトに、充実したバッティングコーナーを中心に、開放的で明るい雰囲気の店内でファミリーやカップルが楽しめる。電話：0948-21-2188,バッティングセンター。10:00～24:00年中無休。NEWストラックアウト設置。明るく楽しく健全に遊べる。ゲームコーナーあり。ファミリー・カップル向け。,,,,,,,,,
茶楽館この葉,潤野,both,㈱内藤園 茶楽館 この葉,〒820-0021 福岡県飯塚市潤野８８５−６８,33.6346897,130.6651114,カフェ,グルメ・飲食,0948-22-5008,http://www.naito-en.com/konoha/,https://www.google.com/maps/place/?q=place_id:ChIJjUquCrB_QTURcoMfUiJ9SiA,初めての入店でした(^o^) 静かな雰囲気でゆっくりと過ごせました（笑） パフェもボリュームあって 大変美味しゅうございましたよ😁 リピありで甘味処保存お勧めですね（笑） / 飯塚市内ではダントツの甘味処です。 お茶🍵の種類もたくさんあります。 かりんとう饅頭はすぐ無くなるので早めに来店されることをオススメします。,お茶屋さん併設のカフェ。モダンな建物で販売エリアと喫茶コーナーあり。席数は少ないが落ち着く空間。お茶とスイーツが充実。営業:10-18時(LO17時、水曜定休)、予算～999円、予約可、カード可。,飯塚のカフェ。新築モダンな建物で、半分販売エリア・半分喫茶コーナー。広いイートインスペースが特徴。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40025714/,,
セブンイレブン飯塚柏の森店,柏の森,both,セブン-イレブン 飯塚柏の森店,〒820-0011 福岡県飯塚市柏の森５３１−１,33.641351,130.6984932,コンビニ,コンビニ・スーパー,0948-25-8123,http://www.sej.co.jp/,https://www.google.com/maps/place/?q=place_id:ChIJxdUfAxl-QTURYhrXNvS8y8A,"Pit stop for snacks, drinks & daily essentials / 夕方お酒を買いに行ったときに、分からないことがあり、レジで聞くと、『うえはら』という男の白髪交じりの店員が『はっ？』とか『えっ？』とかめんどくさそうな感じで言ってきて、イラッとしてたら、他の男性店員さ / 贅沢は言わないけど、人として常識的な態度での対応はしてほしい。 店員の態度悪すぎて気分悪い。まあ、もう二度とこの店に行く気はないけれど",福岡県飯塚市柏の森531-1にあるセブンイレブン。周辺の賃貸物件から約500mの距離に位置し、アクセス良好。新飯塚駅近くの住宅地に立地。,福岡県飯塚市柏の森531-1にあるセブンイレブン。周辺の賃貸物件から約500mの距離に位置し、アクセス良好。,,,,,,,,,
アエナゆめタウン飯塚店,菰田西,both,ゆめタウン飯塚,〒820-0017 福岡県飯塚市菰田西３丁目６−１,33.6320873,130.6850743,ショッピングモール,ショッピング,0948-30-1200,https://www.izumi.jp/tenpo/iizuka,https://www.google.com/maps/place/?q=place_id:ChIJ-S_SfPF_QTURAZLAmoU-yh0,飯塚のゆめタウンです！イオンよりゆめタウン派ですッッッッ！ バイパスから来る場合はオートバックスで曲がってから来てください！結構距離ありますがパイパスルートならオートバックスの角です！ 峠道から来る場 / 普段の買い出しに利用しています。スーパーは、何がどこにあるかを把握して買い物をしないと時間のロスと探すストレスになります。使うスーパーに慣れなくては頻繁には使えません。逆に頻繁に使わなくては慣れません,ゆめタウン飯塚1Fに2026年3月5日オープンしたオフプライスショップ。生活雑貨を扱い、9:00～21:00営業。ゆめタウン飯塚の営業時間に準じ、PayPay等対応。,オフプライスショップのアエナ。ゆめタウン飯塚1Fに2026年3月5日オープン。生活雑貨を扱う。営業時間:専門店10:00～21:00。,,,,,,,,,
ジンギスバル滝川本店,新飯塚,both,ジンギスバル 滝川本店 黒千代香,〒820-0005 福岡県飯塚市新飯塚１４−６,33.6438486,130.6915073,飲食店,グルメ・飲食,0948-29-5153,https://jingisukan-takikawa.com/,https://www.google.com/maps/place/?q=place_id:ChIJo_WllCN-QTURvHUc8nfN5pA,新飯塚駅近くにあるジンギスカンのお店「滝川」を出張時に利用しました。宿泊先のホテルからも近く、アクセスの良さがありがたかったです。寒い日だったこともありラムしゃぶを注文しましたが、臭みがなく甘みのある / 店内は普通の居酒屋さんです。 が、しかし、ジンギスカンは専門店のお味でした。 バーベキューはタレをつけて食べるスタイルでした。 お肉は良いお肉を使っていると思います。 臭みもなく、柔らかくてジューシー,九州産ラム肉取扱店。本場北海道滝川の名店から仕入れる新鮮でくさみの少ないお肉が自慢。味付きジンギスカン発祥の地・滝川の味を飯塚で。JR新飯塚駅徒歩すぐ。営業17:30-23:00、不定休。,新飯塚駅徒歩2分。九州産希少ラム肉のジンギスカン専門店。北海道滝川の名店仕入れ。17:30〜23:00、不定休。もつ鍋や地酒も充実。,,,,,,,https://tabelog.com/fukuoka/A4007/A400702/40046760/,,
うりゅう鍼灸院,鯰田,both,うりゅう鍼灸院,〒820-0001 福岡県飯塚市鯰田５６４−６,33.6681807,130.7061103,健康・医療,美容・健康,0948-24-7889,https://kenkounihari.seirin.jp/clinic/1135,https://www.google.com/maps/place/?q=place_id:ChIJocD4UsPVQzUR4AjPxLZhlDA,疲れたときお世話になっています,福岡県飯塚市鯰田564-6にある鍼灸院。電話番号0948-24-7889。最寄り駅鯰田駅から379m。サービスはあん摩・はり・きゅう、あん摩マッサージ指圧。国家資格保有。,福岡県飯塚市鯰田564-6の鍼灸院。鍼・灸・マッサージを提供。月～水9:00～18:00（最終16:00）。JR鯰田駅近く。施術者:瓜生公一。,,,,,,,,,
朝倉屋酒店,宮町,both,朝倉屋酒店,〒820-0069 福岡県飯塚市宮町１−３,33.6406108,130.6847592,酒店,グルメ・飲食,0948-22-2073,,https://www.google.com/maps/place/?q=place_id:ChIJ27CElzB-QTURLTY0OGd6Mn4,焼酎と日本酒が僅かに置いてあるだけです。,福岡県飯塚市宮町1-3にある酒店。電話番号0948-22-2073。最寄り駅は新飯塚駅（直線距離949m）。食料品店・酒屋として地図サイトに登録。SNSや公式サイトは確認できず。,福岡県飯塚市宮町1-3にある酒店。電話番号0948-22-2073。,,,,,,,,,
ハローデイ穂波店,秋松,digital,ハローデイ 穂波店,〒820-0083 福岡県飯塚市秋松９１９ ハローデイ穂波店,33.6204709,130.6712654,飲食店,グルメ・飲食,0948-26-0105,http://www.halloday.co.jp/676.html,https://www.google.com/maps/place/?q=place_id:ChIJDzmnvQB_QTURkOBX1WRkQRg,パン屋さんで買ったバゲットがひどすぎました。 カットしてみたら中がバサバサで黄ばんでるし以前とは違いすぎて原材料の品質落としたとしか思えませんでした。 / 地産地消コーナーがありがたい 薬局併設なので便利です,,パン屋さんで買ったバゲットがひどすぎました。カットしてみたら中がバサバサで黄ばんでるし以前とは違いすぎて原材料の品質落としたとしか思えませんでした。,,,,,,,,,
食事処 桜道場,潤野,both,食事処 桜道場,〒820-0021 福岡県飯塚市潤野８−７５,33.6337926,130.6672893,飲食店,グルメ・飲食,0948-28-5710,https://www.facebook.com/sakuradojo.iizuka,https://www.google.com/maps/place/?q=place_id:ChIJNZFVOFJ_QTUR4SdLsOXHkX4,ジャズが流れるウッディでおしゃれな店内、２度目の訪問です。おかずを2種類選べます。自家製ローストビーフと鰯の梅煮がイチオシです。近くに大型ショッピングセンターやレストランが多いですが、断然こちらをお薦 / 久々ドライブで飯塚へ。昼食に利用させて頂きました。近くでランチと検索して立ち寄りましたが、外観と店名に珍しさを感じましたが、こう言うのもアリかな…と思いながら着席。かなり大人数が座れる一枚板のテーブル,就労継続支援A型事業所。イタリアンシェフが作る和×洋定食屋。宮崎チキン南蛮などボリューム満点低価格。ランチ11-14:30、夜予約制。日月休。駐車場あり、テイクアウト可。,就労継続支援A型事業所。イタリアンシェフが作る和×洋定食屋。,,,,,,https://page.line.me/335pqpns,https://tabelog.com/fukuoka/A4007/A400702/40051554/,,
居酒屋専科大樹,柏の森,both,居酒屋専科大樹,〒820-0011 福岡県飯塚市柏の森５３９−２,33.6416632,130.6976078,飲食店,グルメ・飲食,0948-24-9777,https://www.instagram.com/izakayasenka_daiki/,https://www.google.com/maps/place/?q=place_id:ChIJOS5X9hh-QTURBZq6X2c3yPs,良くご利用させて頂くお店です✨ 料理がとても美味しくお刺身も新鮮でお酒が進み飲み過ぎてしまいます☺️ 特に絶対に注文するのがロシアンルーレットのたこ焼き🐙 当たれば辛いですが確実に盛り上がります💥💥💥 / 大盛況でした😁😁😁 お客さん多いにも関わらず 料理、飲み物出てくるのも早い🤘 刺身⭕️焼き物⭕️居酒屋定番料理⭕️ ロシアンたこ焼きDEATH😖 盛り上がる～🔥🔥🔥 大将の人柄⭕️⭕️ ピラニア🤪🤪🤪,JR新飯塚駅東口から徒歩8分。営業時間は月火木～日祝18:00～翌1:00、水曜定休。テイクアウト・配達対応（2000円税抜以上、17-21時）。お弁当500円～、ホットペッパーで割引クーポンあり。,JR新飯塚駅東口から徒歩8分。営業時間は月火木～日祝18:00～翌1:00、水曜定休。,,,,,,,,https://www.hotpepper.jp/strJ002647309/,
靴の赤靴堂,菰田西,both,赤靴堂,〒820-0017 福岡県飯塚市菰田西１丁目９−２１,33.628384,130.688262,靴店,ショッピング,0948-22-2907,https://akagutsudou.net/,https://www.google.com/maps/place/?q=place_id:ChIJe2rcK0R-QTURZ6PRV8vxM0c,少しお値段はしますが長持ちでよいものがおいてあります。,福岡県飯塚市にある靴専門店。ソルボセイン、アサヒメディカルウォークなど医療用・健康靴を取り扱っている。営業時間は9:30〜18:00、定休日は水曜日。,福岡県飯塚市にある靴専門店。ソルボセイン、アサヒメディカルウォークなど医療用・健康靴を取り扱っている。,,,,,,,,,
DartsBar333,新飯塚,both,Darts Bar 333,〒820-0005 福岡県飯塚市新飯塚１３−２,33.6448251,130.6919031,バー,グルメ・飲食,,https://www.instagram.com/darts_iizuka1118/,https://www.google.com/maps/place/?q=place_id:ChIJ40x4awB_QTURw_XsLBqJHAE,,新飯塚駅徒歩5分のダーツバー。21:00〜LAST、火曜定休。近隣有料P。テーブルチャージ1h500円、アルコール飲み放題90分(男3k/女2k)、ノンアル1.5k。串かつ壱番串利用で1h無料。ダーツグッズ販売。新飯塚唯一のダーツスポット、初心者歓迎。,新飯塚駅徒歩5分のダーツバー。21:00〜LAST、火曜定休。,https://www.instagram.com/darts_iizuka1118,,,,,,,,
大庭電器,鯰田,both,Panasonic shop 大庭電器,〒820-0001 福岡県飯塚市鯰田２３１６−１０,33.6616586,130.6982859,生活雑貨,ショッピング,0948-22-1717,https://oobadenki3.wixsite.com/ohbadenki-1,https://www.google.com/maps/place/?q=place_id:ChIJzQMufOzVQzURO7NYQI6XHB8,めんどくさい、との理由で家電リサイクル法の対象物にも関わらず対応を拒否された。そもそもこの法律の趣旨を理解されていないのかな？そういうことしちゃいけないはずなのに。義務、の意味理解されていないのかな… / ご主人も奥様も優しく、親切でとても感じの良い方です。お客の立場でいろいろ考えていただける、大型店にはできないサービスで絶対おすすめのお店です。,昭和60年創業のナショナルショップ大庭電器（エイム大庭）。家電販売、電気修理、電球から給湯器・水まわり・電気工事リフォームまで対応。飯塚市中心に電気関連のお困りごと解消。日曜祝休、9-18時営業。,昭和60年創業のナショナルショップ大庭電器（エイム大庭）。家電販売、電気修理、電球から給湯器・水まわり・電気工事リフォームまで対応。,,,,,,,,,
